Sample_ID,String,Exped,Family,Binomial,Common name,MaxN,Biomass,Wt,a,b,Length,TR,VUL-F,PD,VUL-C,IUCN,Period time (mins)
PAL14_048,PAL14_10,Palau 2014,Balistidae,Pseudobalistes fuscus,yellow-spotted triggerfish,4,4 085,1 021,0.0726,2.76,31.85,4,41,0.625,-,NE,65.8373
PAL14_048,PAL14_10,Palau 2014,Carangidae,Caranx sp,Caranx trevally,4,74.1,18.5,0.0257,2.9365,9.41,3.849100875,37.88363014,0.567620548,-,LC,149.4227
PAL14_048,PAL14_10,Palau 2014,Carcharhinidae,Carcharhinus galapagensis,Galapagos shark ,1,125 404,125 404,0.0043,3.1,207.26,4.29,84,0.5,-,NT,47.476
PAL14_048,PAL14_10,Palau 2014,Echeneidae,Echeneis naucrates,live sharksucker,1,845,844.9,0.0008,3.358,63.41,3.7,54,0.7539,-,LC,157.0233
PAL14_049,PAL14_10,Palau 2014,Carangidae,Caranx sp,Caranx trevally,1,3.3,3.3,0.0257,2.9365,5.22,3.849100875,37.88363014,0.567620548,-,LC,40.164
PAL14_049,PAL14_10,Palau 2014,Carangidae,Decapterus sp,Decapterus scad,88,64.8,0.74,0.0089,3.139,4.08,4,20,0.0501,-,LC,119.6033
PAL14_049,PAL14_10,Palau 2014,Echeneidae,Echeneis naucrates,live sharksucker,1,458,458.2,0.0008,3.358,52.85,3.7,54,0.7539,-,LC,149.0207
PAL14_050,PAL14_10,Palau 2014,Carangidae,Caranx sp,Caranx trevally,2,18.2,9.1,0.0257,2.9365,7.38,3.849100875,37.88363014,0.567620548,-,LC,105.388
PAL14_050,PAL14_10,Palau 2014,Carangidae,Decapterus sp,Decapterus scad,145,121,0.84,0.0089,3.139,4.25,4,20,0.0501,-,LC,86.664
PAL14_050,PAL14_10,Palau 2014,Echeneidae,Echeneis naucrates,live sharksucker,1,672,672.1,0.0008,3.358,59.24,3.7,54,0.7539,-,LC,0.046
PAL14_051,PAL14_11,Palau 2014,Carangidae,Decapterus sp,Decapterus scad,36,96.1,2.7,0.0089,3.139,6.15,4,20,0.0501,-,LC,138.1453
PAL14_051,PAL14_11,Palau 2014,Nomeidae,Psenes sp,Psenes driftfish,2,9.9,5,0.02,3.01,6.24,3.52,15,0.51615,-,LC,148.9853
PAL14_052,PAL14_11,Palau 2014,Carangidae,Decapterus sp,Decapterus scad,172,54,0.31,0.0089,3.139,3.11,4,20,0.0501,-,LC,101.828
PAL14_052,PAL14_11,Palau 2014,Nomeidae,Psenes cyanophrys,freckled driftfish ,1,0.9952,1,0.02,3.01,3.67,3.44,19,0.5313,-,LC,106.254
PAL14_053,PAL14_11,Palau 2014,Carangidae,Caranx sp,Caranx trevally,1,3.1,3.1,0.0257,2.9365,5.12,3.849100875,37.88363014,0.567620548,-,LC,119.3373
PAL14_053,PAL14_11,Palau 2014,Nomeidae,Psenes sp,Psenes driftfish,2,9.2,4.6,0.02,3.01,6.09,3.52,15,0.51615,-,LC,97.4967
PAL14_054,PAL14_11,Palau 2014,Carangidae,Decapterus sp,Decapterus scad,23,19,0.83,0.0089,3.139,4.24,4,20,0.0501,-,LC,119.856
PAL14_054,PAL14_11,Palau 2014,Scombridae,Acanthocybium solandri,wahoo,1,4 401,4 401,0.0016,3.275,92.52,4.3,46,1,76.06382979,LC,9.0153
PAL14_056,PAL14_12,Palau 2014,Carangidae,Elagatis bipinnulata,rainbow runner,26,25 753,990,0.01,2.85,43.59,4.3,51,1,73.66932362,LC,103.4443
PAL14_056,PAL14_12,Palau 2014,Carcharhinidae,Carcharhinus amblyrhynchos,blacktail reef shark,1,28 917,28 917,0.0023,3.373,127.78,4.1,85,0.5,-,NT,102.9588
PAL14_056,PAL14_12,Palau 2014,Carcharhinidae,Carcharhinus falciformis,silky shark,1,23 098,23 098,0.0154,2.922,129.91,4.5,79,0.5,76.31578947,VU,70.7099
PAL14_056,PAL14_12,Palau 2014,Labridae,Labroides dimidiatus,bluestreak cleaner wrasse,1,1.3,1.3,0.0059,3.231,5.38,3.5,24,0.5312,-,LC,37.4377
PAL14_058,PAL14_12,Palau 2014,Carangidae,Elagatis bipinnulata,rainbow runner,1,4 670,4 670,0.01,2.85,75.11,4.3,51,1,73.66932362,LC,127.7599
PAL14_059,PAL14_12,Palau 2014,Labridae,Labroides dimidiatus,bluestreak cleaner wrasse,1,0.7862,0.79,0.0059,3.231,4.56,3.5,24,0.5312,-,LC,150.4437
PAL14_060,PAL14_12,Palau 2014,Carangidae,Caranx sp,Caranx trevally,1,4.8,4.8,0.0257,2.9365,5.93,3.849100875,37.88363014,0.567620548,-,LC,147.8421
PAL14_060,PAL14_12,Palau 2014,Carcharhinidae,Carcharhinus sp,requiem shark,1,7 958,7 958,0.0043,3.1,86.52,4.316190476,73.76190476,0.0501,-,VU,122.4215
PAL14_060,PAL14_12,Palau 2014,Sphyraenidae,Sphyraena barracuda,great barracuda,1,2 346,2 346,0.0038,3.086,66.65,4.5,79,0.5,51.69215292,LC,58.1611
PAL14_061,PAL14_13,Palau 2014,Blenniidae,Plagiotremus tapeinosoma,piano fangblenny,1,0.7,0.66,0.0057,2.908,5.15,3.8,24,0.5005,-,LC,154.9898
PAL14_061,PAL14_13,Palau 2014,Carangidae,Caranx sp,Caranx trevally,1,2.4,2.4,0.0257,2.9365,4.67,3.849100875,37.88363014,0.567620548,-,LC,140.816
PAL14_061,PAL14_13,Palau 2014,Carcharhinidae,Carcharhinus falciformis,silky shark,2,122 033,61 017,0.0154,2.922,181.14,4.5,79,0.5,76.31578947,VU,30.9966
PAL14_061,PAL14_13,Palau 2014,Monacanthidae,Monacanthidae sp,leatherjackets,1,3.5,3.5,0.0144,3.076,5.97,3.786503253,49.14460877,0.618913162,-,-,151.3548
PAL14_061,PAL14_13,Palau 2014,Carangidae,Caranx sexfasciatus,bigeye trevally,1,2.2,2.2,0.0501,2.71,4.05,4.5,45,0.5,71.83098592,LC,140.816
PAL14_061,PAL14_13,Palau 2014,Labridae,Labridae sp,wrasses,1,135,135.2,0.0187,2.9664,20,3.485538116,29.25890385,0.541656154,-,-,154.9898
PAL14_063,PAL14_13,Palau 2014,Carcharhinidae,Carcharhinus falciformis,silky shark,1,78 704,78 704,0.0154,2.922,197.63,4.5,79,0.5,76.31578947,VU,17.07
PAL14_064,PAL14_13,Palau 2014,Blenniidae,Aspidontus taeniatus,false cleanerfish,1,1.1,1.1,0.0055,3.05,5.62,3.8,22,0.625,-,LC,20.345
PAL14_064,PAL14_13,Palau 2014,Carangidae,Decapterus macarellus,mackerel scad,1,239,238.6,0.0078,3.14,24.25,4,20,0.0501,-,LC,1.5661
PAL14_064,PAL14_13,Palau 2014,Carcharhinidae,Carcharhinus falciformis,silky shark,1,28 990,28 990,0.0154,2.922,140.41,4.5,79,0.5,76.31578947,VU,128.5065
PAL14_065,PAL14_13,Palau 2014,Carcharhinidae,Carcharhinus falciformis,silky shark,1,7 454,7 454,0.0154,2.922,88.22,4.5,79,0.5,76.31578947,VU,126.8854
PAL14_066,PAL14_14,Palau 2014,Fistulariidae,Fistularia sp,cornetfish,1,1.7,1.7,0.0003,3.182,15.16,4.3,69.5,0.625,-,LC,83.1913
PAL14_067,PAL14_14,Palau 2014,Labridae,Labroides dimidiatus,bluestreak cleaner wrasse,1,1.3,1.3,0.0059,3.231,5.39,3.5,24,0.5312,-,LC,91.6993
PAL14_067,PAL14_14,Palau 2014,Priacanthidae,Priacanthus sp,bigeye,1,1,1,0.0221,2.9135,3.74,3.988333333,22.485,0.5002,-,LC,154.7947
PAL14_068,PAL14_14,Palau 2014,Blenniidae,Plagiotremus tapeinosoma,piano fangblenny,1,0.4,0.36,0.0057,2.908,4.16,3.8,24,0.5005,-,LC,92.238
PAL14_068,PAL14_14,Palau 2014,Juvenile,Juvenile sp,juvenile,3,0.8558,0.29,0.0039,3.62,3.28,2,-,-,-,-,137.04
PAL14_068,PAL14_14,Palau 2014,Nomeidae,Psenes sp,Psenes driftfish,1,1.1,1.1,0.02,3.01,3.75,3.52,15,0.51615,-,LC,129.35
PAL14_068,PAL14_14,Palau 2014,Priacanthidae,Priacanthus sp,bigeye,3,3.1,1,0.0221,2.9135,3.74,3.988333333,22.485,0.5002,-,LC,164.8567
PAL14_070,PAL14_14,Palau 2014,Priacanthidae,Priacanthus sp,bigeye,1,1,1,0.0221,2.9135,3.74,3.988333333,22.485,0.5002,-,LC,128.956
PAL14_076,PAL14_16,Palau 2014,Carangidae,Decapterus sp,Decapterus scad,2,7,3.5,0.0089,3.139,6.72,4,20,0.0501,-,LC,156.7454
PAL14_077,PAL14_16,Palau 2014,Unknown,Unknown sp,unknown,1,1.4,1.4,0.0089,3.139,5.06,-,-,-,-,-,110.1566
PAL14_079,PAL14_16,Palau 2014,Nomeidae,Psenes sp,Psenes driftfish,2,0.8341,0.42,0.02,3.01,2.74,3.52,15,0.51615,-,LC,78.2971
PAL14_081,PAL14_17,Palau 2014,Carangidae,Caranx sexfasciatus,bigeye trevally,2,16.4,8.2,0.0501,2.71,6.57,4.5,45,0.5,71.83098592,LC,169.3727
PAL14_081,PAL14_17,Palau 2014,Carangidae,Decapterus macarellus,mackerel scad,4,12.5,3.1,0.0078,3.14,6.09,4,20,0.0501,-,LC,184.006
PAL14_081,PAL14_17,Palau 2014,Nomeidae,Psenes sp,Psenes driftfish,1,0.6017,0.6,0.02,3.01,3.1,3.52,15,0.51615,-,LC,180.022
PAL14_081,PAL14_17,Palau 2014,Unknown,Unknown sp,unknown,1,1.4,1.4,0.0089,3.139,5.06,-,-,-,-,-,171.6153
PAL14_082,PAL14_17,Palau 2014,Carangidae,Caranx sexfasciatus,bigeye trevally,1,7.9,7.9,0.0501,2.71,6.47,4.5,45,0.5,71.83098592,LC,127.9487
PAL14_082,PAL14_17,Palau 2014,Carangidae,Decapterus macarellus,mackerel scad,4,4.6,1.1,0.0078,3.14,4.43,4,20,0.0501,-,LC,176.2907
PAL14_083,PAL14_17,Palau 2014,Carangidae,Caranx sp,Caranx trevally,1,1.5,1.5,0.0257,2.9365,3.97,3.849100875,37.88363014,0.567620548,-,LC,13.7827
PAL14_083,PAL14_17,Palau 2014,Carangidae,Decapterus macarellus,mackerel scad,3,13.4,4.5,0.0078,3.14,6.82,4,20,0.0501,-,LC,18.616
PAL14_084,PAL14_17,Palau 2014,Carangidae,Carangidae sp,jacks,1,0.9,0.92,0.0257,2.937,3.38,3.79574374,49.40761956,0.613796318,-,-,76.4413
PAL14_084,PAL14_17,Palau 2014,Carangidae,Caranx sp,Caranx trevally,2,3.6,1.8,0.0257,2.9365,4.26,3.849100875,37.88363014,0.567620548,-,LC,155.8307
PAL14_084,PAL14_17,Palau 2014,Carangidae,Decapterus macarellus,mackerel scad,1,0.5639,0.56,0.0078,3.14,3.53,4,20,0.0501,-,LC,91.9193
PAL14_084,PAL14_17,Palau 2014,Nomeidae,Psenes cyanophrys,freckled driftfish ,1,0.9952,1,0.02,3.01,3.67,3.44,19,0.5313,-,LC,76.4407
PAL14_085,PAL14_17,Palau 2014,Carangidae,Carangidae sp,jacks,1,0.9,0.92,0.0257,2.937,3.38,3.79574374,49.40761956,0.613796318,-,-,84.4387
PAL14_085,PAL14_17,Palau 2014,Nomeidae,Psenes cyanophrys,freckled driftfish ,1,0.9952,1,0.02,3.01,3.67,3.44,19,0.5313,-,LC,138.594
PAL14_085,PAL14_17,Palau 2014,Unknown,Unknown sp,unknown,1,1.4,1.4,0.0089,3.139,5.06,-,-,-,-,-,81.386
PAL14_086,PAL14_18,Palau 2014,Blenniidae,Blenniidae sp,blennies,1,7.6,7.6,0.0144,3.0136,8,2.303801844,18.06643216,0.542556784,-,-,87.6087
PAL14_086,PAL14_18,Palau 2014,Fistulariidae,Fistularia sp,cornetfish,1,1.8,1.8,0.0003,3.182,15.27,4.3,69.5,0.625,-,LC,25.7547
PAL14_087,PAL14_18,Palau 2014,Carangidae,Decapterus macarellus,mackerel scad,1,8.9,8.9,0.0078,3.14,8.52,4,20,0.0501,-,LC,157.0387
PAL14_088,PAL14_18,Palau 2014,Blenniidae,Plagiotremus tapeinosoma,piano fangblenny,1,0.4,0.43,0.0057,2.908,4.45,3.8,24,0.5005,-,LC,148.368
PAL14_088,PAL14_18,Palau 2014,Carangidae,Caranx sp,Caranx trevally,1,3.3,3.3,0.0257,2.9365,5.21,3.849100875,37.88363014,0.567620548,-,LC,9.382
PAL14_088,PAL14_18,Palau 2014,Fistulariidae,Fistularia sp,cornetfish,1,2.6,2.6,0.0003,3.182,17.34,4.3,69.5,0.625,-,LC,8.6773
PAL14_089,PAL14_18,Palau 2014,Carangidae,Caranx sexfasciatus,bigeye trevally,1,1.7,1.7,0.0501,2.71,3.71,4.5,45,0.5,71.83098592,LC,47.3727
PAL14_089,PAL14_18,Palau 2014,Fistulariidae,Fistularia sp,cornetfish,4,4,1,0.0003,3.182,12.75,4.3,69.5,0.625,-,LC,164.84
PAL14_090,PAL14_18,Palau 2014,Fistulariidae,Fistularia sp,cornetfish,1,1.6,1.6,0.0003,3.182,14.95,4.3,69.5,0.625,-,LC,86.1894
PAL14_091,PAL14_19,Palau 2014,Carangidae,Caranx sp,Caranx trevally,2,6.1,3,0.0257,2.9365,5.08,3.849100875,37.88363014,0.567620548,-,LC,161.4248
PAL14_091,PAL14_19,Palau 2014,Nomeidae,Psenes sp,Psenes driftfish,1,0.6146,0.61,0.02,3.01,3.12,3.52,15,0.51615,-,LC,90.3582
PAL14_091,PAL14_19,Palau 2014,Sphyraenidae,Sphyraena barracuda,great barracuda,1,8 915,8 915,0.0038,3.086,102.73,4.5,79,0.5,51.69215292,LC,164.0937
PAL14_093,PAL14_19,Palau 2014,Carangidae,Decapterus macarellus,mackerel scad,1,55.9,55.9,0.0078,3.14,15.27,4,20,0.0501,-,LC,120.4253
PAL14_096,PAL14_20,Palau 2014,Carangidae,Carangidae sp,jacks,2,3.8,1.9,0.0257,2.937,4.34,3.79574374,49.40761956,0.613796318,-,-,17.3547
PAL14_096,PAL14_20,Palau 2014,Monacanthidae,Monacanthidae sp,leatherjackets,1,2.5,2.5,0.0144,3.076,5.34,3.786503253,49.14460877,0.618913162,-,-,54.266
PAL14_097,PAL14_20,Palau 2014,Blenniidae,Plagiotremus tapeinosoma,piano fangblenny,1,0.4,0.39,0.0057,2.908,4.3,3.8,24,0.5005,-,LC,99.982
PAL14_097,PAL14_20,Palau 2014,Carangidae,Caranx sp,Caranx trevally,2,2.5,1.3,0.0257,2.9365,3.77,3.849100875,37.88363014,0.567620548,-,LC,49.7513
PAL14_097,PAL14_20,Palau 2014,Juvenile,Juvenile sp,juvenile,1,0.3589,0.36,0.0039,3.62,3.5,2,-,-,-,-,180.9673
PAL14_097,PAL14_20,Palau 2014,Monacanthidae,Monacanthidae sp,leatherjackets,1,3.2,3.2,0.0144,3.076,5.77,3.786503253,49.14460877,0.618913162,-,-,72.8973
PAL14_098,PAL14_20,Palau 2014,Blenniidae,Blenniidae sp,blennies,1,7.6,7.6,0.0144,3.0136,8,2.303801844,18.06643216,0.542556784,-,-,94.3127
PAL14_098,PAL14_20,Palau 2014,Monacanthidae,Monacanthidae sp,leatherjackets,1,3.6,3.6,0.0144,3.076,6.03,3.786503253,49.14460877,0.618913162,-,-,106.1587
PAL14_099,PAL14_20,Palau 2014,Carangidae,Caranx sp,Caranx trevally,2,6.2,3.1,0.0257,2.9365,5.13,3.849100875,37.88363014,0.567620548,-,LC,4.1273
PAL14_100,PAL14_20,Palau 2014,Carangidae,Decapterus sp,Decapterus scad,1,313,313.3,0.0089,3.139,28.08,4,20,0.0501,-,LC,21.3187
PAL14_100,PAL14_20,Palau 2014,Carcharhinidae,Carcharhinus amblyrhynchos,blacktail reef shark,1,10 297,10 297,0.0023,3.373,94.09,4.1,85,0.5,-,NT,129.042
PAL14_100,PAL14_20,Palau 2014,Carcharhinidae,Carcharhinus falciformis,silky shark,1,16 983,16 983,0.0154,2.922,116.93,4.5,79,0.5,76.31578947,VU,16.1713
PAL14_100,PAL14_20,Palau 2014,Echeneidae,Echeneis naucrates,live sharksucker,1,8.2,8.2,0.0008,3.358,15.94,3.7,54,0.7539,-,LC,129.0513
PAL14_100,PAL14_20,Palau 2014,Monacanthidae,Monacanthidae sp,leatherjackets,1,2.4,2.4,0.0144,3.076,5.31,3.786503253,49.14460877,0.618913162,-,-,35.3727
PAL14_100,PAL14_20,Palau 2014,Nomeidae,Psenes sp,Psenes driftfish,1,0.9522,1,0.02,3.01,3.61,3.52,15,0.51615,-,LC,36.7293
PAL14_101,PAL14_21,Palau 2014,Carcharhinidae,Carcharhinus falciformis,silky shark,1,32 327,32 327,0.0154,2.922,145.75,4.5,79,0.5,76.31578947,VU,37.9647
PAL14_105,PAL14_21,Palau 2014,Scombridae,Acanthocybium solandri,wahoo,1,4 223,4 223,0.0016,3.275,91.36,4.3,46,1,76.06382979,LC,1.2147
PAL14_106,PAL14_22,Palau 2014,Apogonidae,Pristiapogon exostigma,narrowstripe cardinalfish,1,0.8,0.82,0.0164,3.039,3.62,3.7,12,0.5312,-,NE,132.412
PAL14_106,PAL14_22,Palau 2014,Carangidae,Decapterus sp,Decapterus scad,10,76.6,7.7,0.0089,3.139,8.61,4,20,0.0501,-,LC,54.0273
PAL14_106,PAL14_22,Palau 2014,Nomeidae,Psenes sp,Psenes driftfish,1,1.9,1.9,0.02,3.01,4.51,3.52,15,0.51615,-,LC,104.622
PAL14_106,PAL14_22,Palau 2014,Carangidae,Caranx sexfasciatus,bigeye trevally,1,2.1,2.1,0.0501,2.71,3.95,4.5,45,0.5,71.83098592,LC,26.4833
PAL14_108,PAL14_22,Palau 2014,Carangidae,Caranx sp,Caranx trevally,2,5.2,2.6,0.0257,2.9365,4.83,3.849100875,37.88363014,0.567620548,-,LC,98.1927
PAL14_108,PAL14_22,Palau 2014,Carcharhinidae,Carcharhinus falciformis,silky shark,1,16 364,16 364,0.0154,2.922,115.46,4.5,79,0.5,76.31578947,VU,108.3373
PAL14_109,PAL14_22,Palau 2014,Carangidae,Carangidae sp,jacks,1,0.3,0.33,0.0257,2.937,2.38,3.79574374,49.40761956,0.613796318,-,-,20.71
PAL14_111,PAL14_23,Palau 2014,Unknown,Unknown sp,unknown,1,1.4,1.4,0.0089,3.139,5.06,-,-,-,-,-,54.3455
PAL14_112,PAL14_23,Palau 2014,Carcharhinidae,Carcharhinus limbatus,blacktip shark,1,10 190,10 190,0.0124,2.85,102.48,4.4,55,0.5,79.09502262,VU,118.732
PAL14_113,PAL14_23,Palau 2014,Carangidae,Elagatis bipinnulata,rainbow runner,4,1 401,350,0.01,2.85,30.27,4.3,51,1,73.66932362,LC,61.6494
PAL14_113,PAL14_23,Palau 2014,Carcharhinidae,Carcharhinus amblyrhynchos,blacktail reef shark,1,2 027,2 027,0.0023,3.373,58.11,4.1,85,0.5,-,NT,18.3922
PAL14_113,PAL14_23,Palau 2014,Carcharhinidae,Carcharhinus sp,requiem shark,1,1 977,1 977,0.0043,3.1,55.21,4.316190476,73.76190476,0.0501,-,VU,96.1338
PAL14_113,PAL14_23,Palau 2014,Scombridae,Acanthocybium solandri,wahoo,1,1 004,1 004,0.0016,3.275,58.93,4.3,46,1,76.06382979,LC,24.0644
PAL14_114,PAL14_23,Palau 2014,Carangidae,Carangidae sp,jacks,2,1.8,0.92,0.0257,2.937,3.38,3.79574374,49.40761956,0.613796318,-,-,92.536
PAL14_115,PAL14_23,Palau 2014,Nomeidae,Psenes sp,Psenes driftfish,1,0.3454,0.35,0.02,3.01,2.58,3.52,15,0.51615,-,LC,33.4894
PAL14_115,PAL14_23,Palau 2014,Scombridae,Acanthocybium solandri,wahoo,1,12 359,12 359,0.0016,3.275,126.81,4.3,46,1,76.06382979,LC,87.1432
PAL14_116,PAL14_24,Palau 2014,Carangidae,Caranx sp,Caranx trevally,3,9.7,3.2,0.0257,2.9365,5.19,3.849100875,37.88363014,0.567620548,-,LC,35.3239
PAL14_116,PAL14_24,Palau 2014,Carangidae,Decapterus sp,Decapterus scad,28,164,5.9,0.0089,3.139,7.91,4,20,0.0501,-,LC,38.1505
PAL14_116,PAL14_24,Palau 2014,Nomeidae,Psenes sp,Psenes driftfish,8,3.4,0.42,0.02,3.01,2.76,3.52,15,0.51615,-,LC,123.0265
PAL14_117,PAL14_24,Palau 2014,Carangidae,Caranx sp,Caranx trevally,1,1.2,1.2,0.0257,2.9365,3.66,3.849100875,37.88363014,0.567620548,-,LC,41.1644
PAL14_117,PAL14_24,Palau 2014,Nomeidae,Psenes sp,Psenes driftfish,6,1.1,0.19,0.02,3.01,2.12,3.52,15,0.51615,-,LC,112.5977
PAL14_118,PAL14_24,Palau 2014,Carangidae,Caranx sp,Caranx trevally,2,5.4,2.7,0.0257,2.9365,4.89,3.849100875,37.88363014,0.567620548,-,LC,21.9605
PAL14_118,PAL14_24,Palau 2014,Carangidae,Decapterus macarellus,mackerel scad,2,30.1,15.1,0.0078,3.14,10.06,4,20,0.0501,-,LC,91.4705
